bpm:
640
16,1,0,1
18,1,0,1
21,3,0,0
24,1,0,1
27,3,0,0
30,1,0,1
32,1,0,1
33,3,0,0
34,1,0,1
36,0,0,0
37,0,0,1
39,0,0,1
40,0,0,0
42,3,0,1
43,1,0,0
44,3,0,1
45,1,0,0
46,3,0,1
48,3,0,0
50,3,0,0
53,1,0,1
56,3,0,0
59,1,0,1
62,3,0,0
64,3,0,0
65,1,0,1
66,3,0,0
68,2,0,0
69,2,0,1
71,2,0,1
72,2,0,0
74,3,0,1
75,1,0,0
76,3,0,1
77,1,0,0
78,3,0,1
80,1,0,1
81,3,0,0
82,1,0,1
84,0,0,0
85,0,0,1
87,0,0,1
88,0,0,0
90,1,0,1
91,3,0,0
92,1,0,1
93,3,0,0
94,1,0,1
96,3,0,0
97,1,0,1
98,3,0,0
100,2,0,0
101,2,0,1
103,2,0,1
104,2,0,0
106,1,0,1
107,3,0,0
108,1,0,1
109,3,0,0
110,1,0,1
111,3,0,0
112,1,0,1
113,3,0,0
114,1,0,1
116,1,0,1
117,3,0,0
119,3,0,0
120,1,0,1
122,0,0,1
123,0,0,0
124,0,0,1
125,0,0,0
126,0,0,1
128,1,1,1
128,3,1,0
129,1,1,1
129,3,1,0
130,1,1,1
130,3,1,0
131,1,1,1
131,3,1,0
132,1,1,1
132,3,1,0
133,3,1,0
133,1,1,1
134,3,1,0
134,1,1,1
135,3,1,0
135,1,1,1
136,1,1,1
136,3,1,0
137,3,1,0
137,1,1,1
138,3,1,0
138,1,1,1
139,3,1,0
139,1,1,1
140,3,1,0
140,1,1,1
141,-1,2,0
141,-1,2,1
144,3,1,0
144,1,0,1
145,3,1,0
146,3,1,0
147,3,1,0
148,3,1,0
148,1,0,1
149,3,1,0
150,3,1,0
151,3,1,0
152,3,1,0
152,1,0,1
153,3,1,0
154,3,1,0
155,3,1,0
156,3,1,0
156,1,0,1
158,3,0,0
160,3,0,0
160,1,1,1
161,1,1,1
162,1,1,1
163,1,1,1
164,1,1,1
164,3,0,0
165,1,1,1
166,1,1,1
167,1,1,1
168,1,1,1
168,3,0,0
169,1,1,1
170,1,1,1
171,1,1,1
172,1,1,1
172,3,0,0
176,3,0,0
176,1,0,1
178,1,0,1
180,1,0,1
180,3,0,0
182,1,0,1
184,3,0,0
184,1,0,1
186,1,0,1
188,3,0,0
188,1,0,1
190,1,0,1
192,1,0,1
192,3,0,0
194,3,0,0
196,3,0,0
196,1,0,1
198,3,0,0
200,3,0,0
200,1,0,1
202,3,0,0
204,3,0,0
204,1,0,1
206,3,0,0
208,3,0,0
210,1,0,1
212,3,0,0
214,1,0,1
216,3,0,0
218,1,0,1
220,3,0,0
222,1,0,1
222.67,3,0,0
223.33,1,0,1
224,3,0,0
226,1,0,1
228,3,0,0
230,1,0,1
230.67,3,0,0
231.33,1,0,1
232,3,0,0
234,1,0,1
236,3,0,0
236.67,1,0,1
237.33,3,0,0
238,1,0,1
240,3,0,0
241,1,0,1
242,3,0,0
243,1,0,1
244,3,0,0
245,1,0,1
246,3,0,0
247,1,0,1
248,3,0,0
249,1,0,1
250,3,0,0
251,1,0,1
252,3,0,0
253,1,0,1
254,3,0,0
255,1,0,1
256,3,1,0
257,3,1,0
258,3,1,0
259,3,1,0
260,3,1,0
261,3,1,0
262,3,1,0
263,3,1,0
264,3,1,0
272,3,0,0
274,3,0,0
275,1,0,1
276,3,0,0
278,1,0,1
279,3,0,0
280,1,0,1
282,3,0,0
283,1,0,1
284,3,0,0
286,1,0,1
287,3,0,0
288,1,0,1
290,3,0,0
291,1,0,1
292,3,0,0
294,1,0,1
295,3,0,0
296,1,0,1
298,3,0,0
299,1,0,1
300,3,0,0
302,1,0,1
303,3,0,0
304,1,0,1
306,1,0,0
307,3,0,1
308,1,0,0
310,3,0,1
311,1,0,0
312,3,0,1
314,1,0,0
315,3,0,1
316,1,0,0
318,3,0,1
319,1,0,0
320,3,0,1
322,1,0,0
323,3,0,1
324,1,0,0
