bpm:
454
24,1,1,1
25,1,1,1
26,1,1,1
27,1,1,1
28,1,1,1
29,1,1,1
30,1,1,1
32,3,0,0
35,1,0,1
38,2,0,0
39,2,0,1
41,0,0,0
42,0,1,1
43,0,1,1
44,0,1,1
45,0,1,1
46,0,1,1
48,3,0,0
50,1,0,1
52,3,0,0
54,1,0,1
56,3,1,0
57,3,1,0
58,3,1,0
59,3,1,0
60,3,1,0
61,3,1,0
62,3,1,0
64,0,0,1
67,2,0,0
70,1,0,1
71,3,1,0
72,3,1,0
73,3,1,0
74,3,1,0
75,3,1,0
76,3,1,0
80,1,0,1
82,3,0,0
84,1,0,1
86,3,0,0
88,1,1,1
89,1,1,1
90,1,1,1
91,1,1,1
92,1,1,1
93,1,1,1
94,1,1,1
96,3,1,0
96,1,0,1
97,3,1,0
98,3,1,0
99,3,1,0
99,1,0,1
100,3,1,0
101,3,1,0
102,3,1,0
102,1,0,1
104,3,0,0
104,1,0,1
107,1,0,1
107,3,0,0
110,3,1,0
110,1,1,1
111,3,1,0
111,1,1,1
112,3,1,0
112,1,1,1
113,3,1,0
113,1,1,1
114,3,1,0
114,1,1,1
115,3,1,0
115,1,1,1
116,3,1,0
116,1,1,1
118,0,0,1
120,0,0,0
123,0,0,1
126,0,0,0
128,2,0,1
131,2,0,0
134,2,0,1
136,3,1,0
137,3,1,0
138,3,1,0
139,3,1,0
140,3,1,0
142,3,0,0
143,1,1,1
144,1,1,1
145,1,1,1
146,1,1,1
147,1,1,1
148,1,1,1
149,1,1,1
150,1,1,1
152,1,0,1
152,3,0,0
155,3,0,0
155,1,0,1
158,3,0,0
158,1,0,1
161,1,0,1
161,3,0,0
168,3,0,0
168,1,1,1
169,1,1,1
170,1,1,1
171,1,1,1
172,1,1,1
173,1,1,1
174,1,1,1
175,1,1,1
176,1,1,1
177,1,1,1
178,1,1,1
179,1,1,1
180,1,1,1
180,3,1,0
181,3,1,0
182,3,1,0
182,-1,2,1
183,3,1,0
184,3,1,0
184,1,1,1
185,1,1,1
185,-1,2,0
186,1,1,1
187,1,1,1
187,3,1,0
188,3,1,0
189,3,1,0
189,-1,2,1
190,1,1,1
190,3,1,0
191,1,1,1
192,1,1,1
193,1,1,1
194,1,1,1
194,3,0,0
196,1,0,1
198,3,0,0
200,0,1,1
201,0,1,1
202,0,1,1
203,0,1,1
203,0,1,0
204,0,1,0
205,0,1,0
205,-1,2,1
206,0,1,0
206,0,1,1
207,0,1,1
208,0,1,1
209,0,1,1
210,0,1,1
212,1,0,1
213,3,0,0
214,1,0,1
216,3,1,0
217,3,1,0
218,3,1,0
219,3,1,0
219,1,1,1
220,1,1,1
221,1,1,1
222,1,1,1
223,1,1,1
224,1,1,1
226,0,0,0
227,0,0,1
230,1,0,1
232,3,1,0
233,3,1,0
234,3,1,0
235,3,1,0
236,3,1,0
237,3,1,0
238,3,1,0
239,3,1,0
240,3,1,0
241,3,1,0
242,3,1,0
243,3,1,0
244,3,1,0
244,1,1,1
245,1,1,1
246,1,1,1
246,-1,2,0
247,1,1,1
248,1,1,1
248,3,1,0
249,3,1,0
250,3,1,0
250,-1,2,1
251,3,1,0
251,1,1,1
252,1,1,1
