bpm:
612
0,1,0,1
2,1,0,1
3,3,0,0
4,1,0,1
6,1,0,1
7,3,0,0
8,1,0,1
10,1,0,1
11,3,0,0
12,1,0,1
14,1,0,1
15,3,0,0
16,1,0,1
18,1,0,1
19,3,0,0
20,1,0,1
22,1,0,1
23,3,0,0
24,1,0,1
26,1,0,1
27,3,0,0
28,1,0,1
30,1,0,1
31,3,0,0
32,1,0,1
34,1,0,1
35,3,0,0
36,1,0,1
38,1,0,1
39,3,0,0
40,1,0,1
42,1,0,1
43,3,0,0
44,1,0,1
46,1,0,1
47,3,0,0
48,1,0,1
50,1,0,1
51,3,0,0
52,1,0,1
54,1,0,1
55,3,0,0
56,1,0,1
58,1,0,1
59,3,0,0
60,1,0,1
62,1,0,1
63,3,0,0
64,1,0,1
66,3,0,0
67,1,0,1
68,3,0,0
70,3,0,0
71,1,0,1
72,3,0,0
74,3,0,0
75,1,0,1
76,3,0,0
78,3,0,0
79,1,0,1
80,3,0,0
82,3,0,0
83,1,0,1
84,3,0,0
86,3,0,0
87,1,0,1
88,3,0,0
90,3,0,0
91,1,0,1
92,3,0,0
94,3,0,0
95,1,0,1
96,3,0,0
98,3,0,0
99,1,0,1
100,3,0,0
102,3,0,0
103,1,0,1
104,3,0,0
106,3,0,0
107,1,0,1
108,3,0,0
110,3,0,0
111,1,0,1
112,3,0,0
114,3,0,0
115,1,0,1
116,3,0,0
118,3,0,0
119,1,0,1
120,3,0,0
122,3,0,0
123,1,0,1
124,3,0,0
126,3,0,0
127,1,0,1
128,3,0,0
129,1,0,1
130,3,0,0
131,1,0,1
132,3,0,0
136,0,0,1
137,2,0,0
138,0,0,1
139,2,0,0
140,0,0,1
144,3,0,0
145,1,0,1
146,3,0,0
147,1,0,1
148,3,0,0
152,1,0,1
153,3,0,0
154,1,0,1
155,3,0,0
156,1,0,1
160,1,0,0
161,3,0,1
162,1,0,0
163,3,0,1
164,1,0,0
168,3,0,1
169,1,0,0
170,3,0,1
171,1,0,0
172,3,0,1
176,2,0,0
177,0,0,1
178,2,0,0
179,0,0,1
180,2,0,0
184,2,0,1
185,0,0,0
186,2,0,1
187,0,0,0
188,2,0,1
192,1,1,1
192,3,0,0
193,1,1,1
194,1,1,1
194,1,0,0
195,1,1,1
196,1,1,1
196,3,0,0
197,1,1,1
198,1,1,1
198,1,0,0
199,1,1,1
200,1,1,1
