bpm:
632
32,3,0,0
36,3,0,0
40,1,0,1
44,1,0,1
48,0,0,0
50,2,0,1
52,0,0,0
54,2,1,1
55,2,1,1
56,2,1,1
57,2,1,1
58,2,1,1
59,2,1,1
60,2,1,1
61,2,1,1
62,2,1,1
63,2,1,1
64,2,1,1
66,3,0,0
68,1,0,1
70,3,0,0
72,1,0,1
74,3,0,0
76,1,0,1
78,3,0,0
78,1,0,1
82,1,0,0
82,3,0,1
86,1,0,1
86,3,0,0
88,3,0,0
88,1,0,1
94,0,0,0
96,0,0,0
100,2,0,1
102,2,0,0
104,2,0,0
108,1,0,1
110,3,0,0
112,1,0,1
114,3,0,0
116,1,0,1
118,3,0,0
124,3,0,1
126,1,0,0
128,3,0,1
130,1,0,0
132,3,0,1
134,1,0,0
138,3,0,0
140,1,0,1
142,3,0,0
146,0,0,0
148,0,0,1
152,3,0,0
154,1,0,1
155,3,0,0
156,1,0,1
158,1,0,0
160,1,0,1
164,1,0,1
166,3,0,0
168,3,0,0
172,2,0,1
174,0,0,0
176,2,0,1
178,0,0,0
180,2,0,1
182,0,0,0
188,1,0,1
190,3,0,0
192,1,0,1
196,1,0,1
198,3,0,0
200,1,0,1
202,3,0,0
204,1,0,1
206,3,0,0
210,1,0,0
212,3,0,1
214,1,0,0
216,3,0,1
224,0,0,1
228,2,0,0
232,0,0,1
236,3,0,0
238,1,1,1
239,1,1,1
240,1,1,1
241,1,1,1
242,1,1,1
243,1,1,1
244,1,1,1
245,1,1,1
246,1,1,1
247,1,1,1
248,1,1,1
249,1,1,1
250,1,1,1
251,1,1,1
252,1,1,1
254,0,0,0
256,2,0,1
260,0,0,0
264,2,0,1
268,1,0,0
270,3,0,1
274,3,0,0
276,1,0,1
280,0,0,0
286,1,0,1
288,1,0,1
291,1,0,1
292,0,0,0
294,1,0,1
296,1,0,1
299,1,0,1
300,0,0,0
302,1,0,1
304,1,0,1
307,1,0,1
308,0,0,0
310,1,0,1
312,1,0,1
316,0,0,0
318,3,0,1
320,3,0,1
323,3,0,1
324,0,0,0
326,3,0,1
328,3,0,1
331,3,0,1
332,0,0,0
334,3,0,1
336,3,1,1
337,3,1,1
338,3,0,0
338,3,1,1
339,3,1,1
340,3,0,0
340,3,1,1
341,3,1,1
342,3,1,1
343,3,1,1
344,1,0,0
344,3,1,1
345,3,1,1
346,1,0,0
346,3,1,1
347,3,1,1
348,3,1,1
349,3,1,1
350,2,0,0
350,3,1,1
351,3,1,1
352,2,0,0
352,3,1,1
356,3,0,0
358,1,0,1
362,3,0,0
363,1,0,1
364,3,0,0
368,0,0,1
372,0,0,0
374,0,0,1
378,3,0,0
380,1,0,1
382,3,0,0
386,2,0,1
388,2,0,0
392,1,0,1
394,3,0,0
396,1,0,1
398,3,0,0
400,1,0,1
402,3,0,0
403,1,0,1
404,3,0,0
406,1,0,1
410,3,0,1
412,3,0,0
414,3,0,1
418,1,0,0
420,1,0,1
422,1,0,0
428,0,0,0
430,2,0,1
432,0,0,0
436,3,0,1
438,3,0,0
442,3,0,0
444,2,0,1
446,3,0,0
450,2,0,1
452,3,0,0
456,1,0,1
460,0,0,0
462,0,0,1
464,0,0,0
466,0,0,1
468,0,0,0
470,0,0,1
474,1,0,0
476,3,0,1
478,1,0,0
482,0,0,1
484,2,0,0
488,0,0,0
490,1,0,1
491,3,0,0
492,1,0,1
496,0,0,0
500,1,0,1
502,3,0,0
504,1,0,1
506,3,0,0
508,1,0,1
510,3,0,0
512,3,0,1
514,1,0,0
516,3,0,1
522,1,0,0
